;ID;Year_Birth;Education;Marital_Status; Income ;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain;Country
139;6770;1985;Graduation;Married;$21,355.00 ;1;0;8/20/13;5;5;13;14;0;5;31;2;2;1;2;6;1;0;0;0;0;1;0;US
141;1031;1989;2n Cycle;Married;$85,710.00 ;0;0;5/5/13;5;600;20;350;29;30;33;1;6;9;10;2;0;0;1;0;0;0;0;IND
142;10089;1974;Graduation;Divorced;$102,692.00 ;0;0;4/5/13;5;168;148;444;32;172;148;1;6;9;13;2;0;1;1;1;1;1;0;SA
143;9256;1971;Graduation;Single;$58,350.00 ;0;1;1/4/13;5;493;26;206;116;80;80;4;8;3;12;6;0;0;0;0;0;0;0;SP
144;10641;1978;Graduation;Single;$7,500.00 ;1;1;12/27/12;5;6;5;4;13;4;25;4;2;1;3;6;0;0;0;0;0;0;0;SP
145;624;1984;Master;Single;$18,890.00 ;0;0;11/10/12;5;6;4;1;7;2;15;1;0;1;2;6;1;0;0;0;0;1;0;SA
146;4211;1986;Basic;Married;$20,425.00 ;1;0;10/29/12;5;4;12;5;3;16;17;2;2;0;3;7;0;0;0;0;0;0;0;CA
147;1407;1986;Basic;Married;$20,425.00 ;1;0;10/29/12;5;4;12;5;3;16;17;2;2;0;3;7;0;0;0;0;0;0;0;GER
154;10673;1976;PhD;Married;$68,397.00 ;0;1;11/17/13;6;760;80;466;17;13;80;1;6;9;5;3;0;0;0;0;0;0;0;SA
155;8799;1984;PhD;Married;$38,175.00 ;1;0;9/23/13;6;70;6;69;2;3;3;3;3;1;4;7;0;0;0;0;0;0;0;SP
156;67;1972;Master;Single;$46,423.00 ;1;1;9/18/13;6;68;0;16;0;0;8;3;2;0;4;7;0;0;0;0;0;0;0;SP
157;9923;1972;Master;Single;$46,423.00 ;1;1;9/18/13;6;68;0;16;0;0;8;3;2;0;4;7;0;0;0;0;0;0;0;SP
158;2814;1976;Master;Together;$30,560.00 ;1;0;6/27/13;6;9;1;5;4;5;7;1;1;0;3;7;0;0;0;0;0;0;0;SA
159;2711;1976;Master;Together;$30,560.00 ;1;0;6/27/13;6;9;1;5;4;5;7;1;1;0;3;7;0;0;0;0;0;0;0;CA
160;4320;1979;Graduation;Single;$60,152.00 ;0;1;3/28/13;6;325;83;300;86;58;91;1;6;4;12;3;0;0;0;0;0;0;0;SP
165;8151;1990;Basic;Married;$24,279.00 ;0;0;12/29/12;6;16;36;21;20;62;108;1;4;1;3;8;0;0;0;0;0;0;0;SP
167;3498;1976;PhD;Married;$55,424.00 ;0;1;11/25/12;6;462;61;184;10;53;107;4;7;5;9;6;1;0;0;0;0;1;0;SP
168;2870;1973;Graduation;Married;$49,094.00 ;0;1;9/21/12;6;376;0;38;11;8;69;5;6;3;6;6;0;0;0;0;0;0;0;SP
170;1911;1987;Graduation;Together;$67,430.00 ;0;0;9/5/12;6;595;97;291;127;133;121;1;11;5;12;6;0;0;0;0;0;0;0;GER
172;2546;1977;2n Cycle;Single;$31,878.00 ;0;1;6/22/14;7;23;4;5;10;5;23;1;1;0;4;3;0;0;0;0;0;0;0;SP
173;3005;1992;Graduation;Single;$83,528.00 ;0;0;5/1/14;7;530;117;678;134;44;147;1;4;10;8;1;1;0;0;1;0;1;0;SP
174;8318;1979;Graduation;Together;$90,300.00 ;0;0;1/3/14;7;594;134;786;33;134;57;0;5;6;8;1;0;0;1;0;0;0;0;SP
175;2930;1978;Master;Single;$68,092.00 ;0;0;12/16/13;7;852;60;207;78;36;48;2;2;6;10;5;0;0;0;0;0;0;0;SA
176;8216;1972;Master;Married;$53,761.00 ;1;1;10/11/13;7;158;0;76;13;7;71;6;4;4;3;5;0;0;0;0;0;0;0;AUS
177;1212;1973;Graduation;Married;$52,845.00 ;1;0;8/13/13;7;384;25;292;130;41;64;3;8;8;6;6;1;0;0;0;0;0;0;SP
178;2541;1976;Graduation;Married;$24,027.00 ;1;0;6/9/13;7;14;7;11;11;0;5;2;2;0;3;8;0;0;0;0;0;0;0;SP
179;10659;1979;2n Cycle;Together;$7,500.00 ;1;0;5/7/13;7;2;8;11;3;8;21;4;3;2;2;7;0;0;0;0;0;0;0;IND
182;7349;1973;Basic;Together;$9,722.00 ;1;0;10/2/12;7;6;17;16;6;16;42;4;3;1;3;8;0;0;0;0;0;1;0;SP
183;7872;1975;PhD;Married;$86,836.00 ;0;0;9/12/12;7;179;21;273;0;21;63;1;6;10;6;5;1;0;1;1;0;1;0;SP
184;4290;1972;Graduation;Married;$30,467.00 ;1;0;3/19/14;8;1;3;8;2;5;5;1;1;0;2;7;0;0;0;0;0;0;0;CA
186;9986;1982;Graduation;Together;$19,444.00 ;1;0;2/22/14;8;16;0;23;3;2;10;3;4;1;2;7;0;0;0;0;0;1;0;SA
190;9529;1990;Graduation;Married;$73,687.00 ;0;0;11/28/13;8;559;153;503;218;13;181;1;3;9;9;2;0;0;0;1;0;1;0;SA
192;10270;1981;2n Cycle;Married;$35,523.00 ;1;0;10/3/13;8;11;5;22;12;5;11;2;3;0;3;7;0;0;0;0;0;0;0;GER
193;760;1975;PhD;Divorced;$60,554.00 ;1;0;8/9/13;8;588;7;76;110;15;15;2;8;4;9;6;0;0;0;0;0;0;0;SA
198;10669;1981;Graduation;Married;$54,386.00 ;0;1;5/17/13;8;277;21;64;62;21;25;2;3;2;10;3;0;0;0;0;0;0;0;SP
203;7261;1971;Graduation;Together;$34,600.00 ;1;1;1/1/13;8;199;33;60;8;3;15;5;5;2;5;8;0;0;0;0;0;1;0;SP
204;2452;1971;Graduation;Together;$34,600.00 ;1;1;1/1/13;8;199;33;60;8;3;15;5;5;2;5;8;0;0;0;0;0;1;0;SP
206;10995;1988;2n Cycle;Married;$15,716.00 ;1;0;11/12/12;8;16;5;30;8;7;26;3;3;0;4;8;0;0;0;0;0;0;1;SA
208;5331;1977;Graduation;Married;$74,985.00 ;0;0;9/11/12;8;587;51;898;247;0;86;1;3;6;7;2;0;0;0;0;0;0;0;GER
211;940;1987;Graduation;Single;$57,100.00 ;1;0;5/18/14;9;158;11;99;15;11;17;2;3;2;7;3;0;0;0;0;0;0;0;SA
212;10084;1972;Graduation;Married;$24,434.00 ;2;0;5/18/14;9;3;2;8;20;0;17;2;2;1;2;7;0;0;0;0;0;0;0;IND
213;6019;1971;PhD;Married;$37,126.00 ;1;0;3/30/14;9;45;3;9;4;4;7;1;1;2;2;6;1;0;0;0;0;1;0;SP
215;6424;1977;Graduation;Together;$33,178.00 ;1;0;1/30/14;9;12;6;2;11;2;16;1;1;0;3;4;0;0;0;0;0;0;0;SP
217;1515;1975;Master;Together;$34,176.00 ;0;1;1/22/14;9;11;2;7;4;2;2;1;1;0;3;3;0;0;0;0;0;0;0;CA
222;5547;1982;PhD;Married;$84,169.00 ;0;0;8/7/13;9;1478;19;403;0;19;0;1;7;6;6;3;0;1;1;0;0;1;0;SP
223;8362;1982;PhD;Married;$84,169.00 ;0;0;8/7/13;9;1478;19;403;0;19;0;1;7;6;6;3;0;1;1;0;0;1;0;SA
224;3524;1971;Master;Single;$39,763.00 ;1;0;8/4/13;9;80;1;60;4;6;16;2;5;1;2;9;0;0;0;0;0;1;0;SP
225;10095;1975;PhD;Divorced;$74,165.00 ;0;0;5/1/13;9;1001;12;240;16;12;12;1;5;4;10;2;0;0;0;0;0;0;0;CA
234;2634;1979;Master;Single;$16,653.00 ;1;0;4/18/14;10;5;7;31;15;4;7;3;2;1;3;6;0;0;0;0;0;1;0;SP
235;8036;1971;2n Cycle;Together;$26,850.00 ;1;1;4/18/14;10;31;1;13;7;2;9;4;2;1;4;4;0;0;0;0;0;0;0;SP
237;7628;1973;2n Cycle;Married;$43,050.00 ;1;0;3/18/14;10;30;5;24;6;3;8;2;2;0;4;5;0;0;0;0;0;0;0;SP
239;1384;1992;Basic;Married;$17,256.00 ;1;0;11/23/13;10;6;4;14;8;8;22;2;2;1;2;8;1;0;0;0;0;0;0;US
241;3885;1983;PhD;Married;$33,569.00 ;1;0;10/16/13;10;16;2;18;3;0;24;1;1;1;2;8;1;0;0;0;0;1;0;SP
242;11003;1980;2n Cycle;Together;$25,130.00 ;1;0;10/2/13;10;2;5;7;0;18;18;2;2;0;3;7;0;0;0;0;0;0;0;CA
244;577;1976;2n Cycle;Together;$26,907.00 ;1;1;8/20/13;10;9;1;7;0;3;2;2;1;0;3;7;0;0;0;0;0;0;0;SP
245;8702;1976;2n Cycle;Together;$26,907.00 ;1;1;8/20/13;10;9;1;7;0;3;2;2;1;0;3;7;0;0;0;0;0;0;0;AUS
248;2793;1976;PhD;Divorced;$70,179.00 ;0;1;7/21/13;10;532;88;168;69;44;133;3;7;3;13;5;0;0;0;0;0;0;0;SA
249;1071;1976;PhD;Divorced;$70,179.00 ;0;1;7/21/13;10;532;88;168;69;44;133;3;7;3;13;5;0;0;0;0;0;0;0;US
250;5074;1986;Master;Married;$28,072.00 ;1;0;7/8/13;10;30;0;10;2;0;5;1;1;0;3;7;0;0;0;0;0;0;0;CA
254;2521;1971;Master;Married;$35,178.00 ;1;0;1/10/13;10;23;1;13;2;2;18;1;1;1;2;7;1;0;0;0;0;1;0;SP
255;4301;1971;Master;Married;$35,178.00 ;1;0;1/10/13;10;23;1;13;2;2;18;1;1;1;2;7;1;0;0;0;0;1;0;AUS
257;2407;1982;Graduation;Married;$69,109.00 ;0;0;11/9/12;10;823;25;459;124;29;95;1;6;6;7;4;0;0;1;0;0;1;0;US
258;9064;1982;Graduation;Married;$69,109.00 ;0;0;11/9/12;10;823;25;459;124;29;95;1;6;6;7;4;0;0;1;0;0;1;0;SP
259;5067;1994;Graduation;Together;$80,134.00 ;0;0;2/14/14;11;966;26;282;52;26;26;1;2;7;11;5;0;1;1;1;1;0;0;SP
261;11191;1986;Graduation;Divorced;$41,411.00 ;0;0;12/7/13;11;37;32;38;11;3;18;1;2;1;4;6;0;0;0;0;0;0;0;SP
262;1994;1983;Graduation;Married;;1;0;11/15/13;11;5;5;6;0;2;1;1;1;0;2;7;0;0;0;0;0;0;0;US
269;967;1976;Graduation;Married;$46,049.00 ;1;1;7/21/13;11;342;9;112;19;14;19;10;5;2;9;7;0;0;0;0;0;1;0;SP
270;1048;1972;Master;Married;$35,641.00 ;1;0;7/14/13;11;63;3;67;8;9;28;2;3;1;4;7;0;0;0;0;0;1;0;SA
271;9262;1984;2n Cycle;Together;$32,414.00 ;0;0;7/4/13;11;20;6;5;0;9;12;1;1;0;3;7;1;0;0;0;0;0;0;SA
273;5892;1980;Graduation;Married;$34,968.00 ;1;0;4/10/13;11;158;6;45;8;2;2;7;3;2;5;7;0;0;0;0;0;0;0;SA
279;1388;1975;Graduation;Single;$33,249.00 ;1;0;2/20/13;11;6;10;21;19;14;42;2;2;1;3;6;0;0;0;0;0;0;0;AUS
280;979;1975;Graduation;Single;$33,249.00 ;1;0;2/20/13;11;6;10;21;19;14;42;2;2;1;3;6;0;0;0;0;0;0;0;SP
286;92;1988;Graduation;Alone;$34,176.00 ;1;0;5/12/14;12;5;7;24;19;14;20;4;3;0;4;6;0;0;0;0;0;0;0;CA
287;3312;1988;Graduation;Single;$34,176.00 ;1;0;5/12/14;12;5;7;24;19;14;20;4;3;0;4;6;0;0;0;0;0;0;0;IND
292;2324;1972;Graduation;Together;$77,044.00 ;0;1;10/27/13;12;625;38;242;50;34;76;2;7;11;11;4;1;0;0;0;0;0;0;SP
293;5080;1993;Graduation;Single;$70,515.00 ;0;0;10/21/13;12;420;0;452;182;64;140;1;6;6;4;2;0;0;0;0;0;1;0;ME
294;4992;1975;Master;Together;$17,459.00 ;1;0;9/19/13;12;6;4;16;3;10;30;3;3;1;2;7;0;0;0;0;0;1;0;SP
297;10401;1976;2n Cycle;Together;$26,326.00 ;0;0;9/4/13;12;1;0;5;0;3;9;1;0;0;3;3;0;0;0;0;0;0;1;GER
298;7793;1976;Graduation;Together;$62,061.00 ;0;1;8/31/13;12;641;7;84;0;30;38;3;10;4;7;6;0;1;0;0;0;0;0;SP
299;9303;1976;Graduation;Married;$5,305.00 ;0;1;7/30/13;12;12;4;7;1;3;5;0;1;0;0;13;0;0;0;0;0;0;0;IND
300;6853;1982;Master;Single;$75,777.00 ;0;0;7/4/13;12;712;26;538;69;13;80;1;3;6;11;1;0;1;1;0;0;1;0;AUS
301;7366;1982;Master;Single;$75,777.00 ;0;0;7/4/13;12;712;26;538;69;13;80;1;3;6;11;1;0;1;1;0;0;1;0;IND
302;9780;1971;Master;Together;$71,499.00 ;0;1;6/25/13;12;465;25;132;136;0;37;2;8;3;13;4;0;0;0;0;0;0;0;SP
303;7573;1978;PhD;Single;$31,626.00 ;1;0;5/10/13;12;39;1;9;2;1;34;1;2;1;2;7;1;0;0;0;0;1;0;GER
304;1379;1992;Master;Together;$42,670.00 ;0;0;4/27/13;12;154;2;46;20;4;15;1;4;2;4;4;0;0;0;0;0;0;0;SA
305;8923;1973;Graduation;Single;$83,917.00 ;0;0;4/18/13;12;514;22;732;42;198;79;1;6;7;7;3;0;0;0;0;0;1;0;SP
308;1891;1980;Master;Divorced;$78,789.00 ;0;0;8/8/12;12;667;50;850;21;83;83;1;4;6;5;2;0;0;0;0;0;1;0;SP
310;9635;1983;Master;Married;$35,876.00 ;0;0;4/20/14;13;66;2;40;4;3;14;1;3;1;3;6;0;0;0;0;0;0;0;SP
316;8164;1978;PhD;Married;$82,170.00 ;0;0;11/25/13;13;1023;93;651;49;55;37;1;5;6;7;2;0;0;0;0;0;0;0;SA
318;7600;1992;Basic;Single;$15,253.00 ;1;0;10/28/13;13;1;3;3;8;1;13;2;1;0;3;7;0;0;0;0;0;0;0;CA
319;6406;1988;Master;Married;$78,285.00 ;0;0;10/28/13;13;647;107;391;175;67;40;1;6;4;10;3;0;0;0;0;0;0;0;GER
321;8234;1973;Basic;Together;$27,190.00 ;1;0;8/15/13;13;1;6;7;0;1;3;1;1;0;2;8;1;0;0;0;0;1;0;SP
324;8779;1985;2n Cycle;Married;$36,145.00 ;1;0;6/16/13;13;56;4;76;17;1;18;4;4;1;3;9;1;0;0;0;0;1;0;US
325;4931;1977;Graduation;Together;$157,146.00 ;0;0;4/29/13;13;1;0;1725;2;1;1;0;0;28;0;1;0;0;0;0;0;0;0;SA
327;9701;1988;Graduation;Together;$41,883.00 ;1;0;3/19/13;13;32;34;41;73;16;116;3;4;2;3;7;0;0;0;0;0;0;0;CA
330;5302;1986;Graduation;Together;$78,394.00 ;0;0;2/15/13;13;298;27;697;216;24;166;1;4;6;5;2;0;0;0;0;0;1;0;SP
331;4459;1989;Graduation;Single;$30,279.00 ;1;0;12/30/12;13;10;4;14;4;4;1;1;1;0;3;8;0;0;0;0;0;0;0;SP
332;10642;1989;Graduation;Single;$30,279.00 ;1;0;12/30/12;13;10;4;14;4;4;1;1;1;0;3;8;0;0;0;0;0;0;0;SP
334;3678;1973;Graduation;Widow;$60,208.00 ;1;1;10/7/12;13;488;23;71;15;0;59;11;8;3;7;7;0;1;0;0;0;1;0;SP
335;3698;1983;Graduation;Together;$78,687.00 ;0;0;8/9/12;13;817;185;687;145;55;241;1;4;6;8;2;0;0;1;0;0;1;0;SP
336;5929;1973;PhD;Married;$37,401.00 ;1;0;5/6/14;14;19;3;19;3;1;3;2;2;0;3;7;0;0;0;0;0;0;0;SP
337;10795;1973;PhD;Married;$37,401.00 ;1;0;5/6/14;14;19;3;19;3;1;3;2;2;0;3;7;0;0;0;0;0;0;0;IND
346;10507;1977;2n Cycle;Divorced;$59,601.00 ;0;1;7/25/13;14;691;7;69;0;7;23;4;2;2;7;8;0;1;0;0;0;0;0;US
347;3865;1977;2n Cycle;Together;$20,981.00 ;0;0;4/30/13;14;2;12;10;6;13;30;1;3;1;2;8;0;0;0;0;0;1;0;CA
348;6982;1976;Graduation;Married;$74,068.00 ;0;0;3/19/13;14;783;30;537;140;76;15;1;4;10;9;2;0;0;0;0;0;0;0;IND
349;7042;1983;Graduation;Married;$36,790.00 ;0;0;3/1/13;14;3;3;14;15;21;10;1;2;1;2;9;0;0;0;0;0;1;0;SP
350;9668;1971;Graduation;Married;$18,793.00 ;1;0;1/12/13;14;4;16;20;0;17;20;3;2;0;4;8;0;0;0;0;0;0;0;SA
352;4099;1972;Graduation;Married;$30,675.00 ;1;0;11/12/12;14;10;2;16;11;2;21;1;1;0;3;8;0;0;0;0;0;0;0;SP
353;5031;1974;Graduation;Together;$83,145.00 ;0;0;9/22/12;14;777;35;731;39;137;114;1;5;9;11;2;0;0;1;0;0;1;0;SP
355;5726;1983;Master;Single;$31,788.00 ;1;0;3/20/14;15;16;7;23;0;8;6;3;3;0;4;5;0;0;0;0;0;0;1;SA
356;5231;1974;2n Cycle;Married;$45,894.00 ;0;2;2/27/14;15;27;2;7;0;2;13;1;1;0;3;5;0;0;0;0;0;0;0;SP
357;1307;1978;Graduation;Divorced;$41,986.00 ;0;1;2/9/14;15;27;5;8;8;3;12;3;3;0;4;4;0;0;0;0;0;0;0;SP
359;5782;1982;2n Cycle;Together;$58,582.00 ;0;1;9/28/13;15;402;35;106;101;77;42;2;9;2;9;5;0;1;0;0;0;0;0;SP
361;9493;1980;PhD;Single;$76,412.00 ;0;0;5/5/13;15;840;53;804;23;71;17;1;5;4;8;3;0;0;1;1;0;1;0;CA
362;2253;1990;Graduation;Married;$18,929.00 ;0;0;2/16/13;15;32;0;8;23;4;18;1;1;0;4;6;0;0;0;0;0;0;0;SP
363;2326;1990;Graduation;Married;$18,929.00 ;0;0;2/16/13;15;32;0;8;23;4;18;1;1;0;4;6;0;0;0;0;0;0;0;SP
364;1876;1990;Graduation;Married;$18,929.00 ;0;0;2/16/13;15;32;0;8;23;4;18;1;1;0;4;6;0;0;0;0;0;0;0;IND
365;7141;1986;Master;Single;$21,888.00 ;1;0;12/29/12;15;88;10;46;2;3;64;4;5;1;2;10;0;0;0;0;0;1;0;SP
366;7393;1978;Graduation;Together;$41,580.00 ;1;1;12/10/12;15;56;5;24;4;0;3;3;2;1;3;5;0;0;0;0;0;0;0;SP
367;4713;1979;PhD;Married;$31,605.00 ;1;0;11/22/12;15;74;0;42;2;1;6;2;2;1;4;7;0;0;0;0;0;0;0;SP
