Year_Birth;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain;Dt_year;Dt_month;Education_2n Cycle;Education_Basic;Education_Graduation;Education_Master;Education_PhD;Marital_Status_Absurd;Marital_Status_Alone;Marital_Status_Divorced;Marital_Status_Married;Marital_Status_Single;Marital_Status_Together;Marital_Status_Widow;Country_AUS;Country_CA;Country_GER;Country_IND;Country_ME;Country_SA;Country_SP;Country_US
1969.0;4428.0;0.0;1.0;0.0;1600.0;400.0;1200.0;200.0;400.0;32100.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1958.0;32173.0;0.0;1.0;0.0;1800.0;0.0;200.0;0.0;0.0;200.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;8.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1960.0;47823.0;0.0;1.0;0.0;5300.0;100.0;500.0;200.0;100.0;1000.0;2.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1958.0;30523.0;2.0;1.0;0.0;500.0;0.0;300.0;0.0;0.0;500.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1954.0;36634.0;0.0;1.0;0.0;21300.0;900.0;7600.0;400.0;300.0;3000.0;3.0;1.0;3.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1966.0;43456.0;0.0;1.0;0.0;27500.0;1100.0;6800.0;2500.0;700.0;700.0;3.0;1.0;2.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1969.0;57731.0;0.0;1.0;0.0;26600.0;2100.0;30000.0;6500.0;800.0;4400.0;4.0;2.0;12.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1965.0;33168.0;0.0;1.0;0.0;8000.0;100.0;3700.0;0.0;100.0;300.0;3.0;0.0;2.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1956.0;54450.0;1.0;1.0;0.0;45400.0;0.0;17100.0;800.0;1900.0;3200.0;12.0;2.0;3.0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1956.0;54450.0;1.0;1.0;0.0;45400.0;0.0;17100.0;800.0;1900.0;3200.0;12.0;3.0;3.0;8.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1956.0;35340.0;1.0;1.0;1.0;2700.0;0.0;1200.0;0.0;100.0;500.0;2.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1960.0;39228.0;0.0;0.0;1.0;700.0;100.0;600.0;0.0;300.0;300.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1961.0;84865.0;0.0;0.0;1.0;124800.0;1600.0;34900.0;4300.0;1600.0;1600.0;1.0;1.0;6.0;9.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;2013.0;5.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1968.0;61314.0;0.0;1.0;1.0;37800.0;0.0;18900.0;9700.0;17200.0;17200.0;2.0;2.0;8.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1955.0;66465.0;0.0;1.0;1.0;120000.0;0.0;20400.0;3800.0;2900.0;1400.0;3.0;4.0;14.0;12.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2013.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1970.0;25959.0;1.0;1.0;1.0;400.0;200.0;1200.0;700.0;500.0;2600.0;2.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1961.0;64260.0;0.0;0.0;1.0;53900.0;16900.0;81600.0;2000.0;0.0;3000.0;1.0;1.0;8.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1965.0;74806.0;0.0;1.0;1.0;67000.0;900.0;24900.0;0.0;2800.0;900.0;2.0;2.0;6.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;12.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1970.0;72967.0;0.0;1.0;1.0;15800.0;3500.0;17900.0;0.0;0.0;12500.0;2.0;2.0;3.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1960.0;48904.0;0.0;1.0;1.0;28300.0;1000.0;3800.0;0.0;1300.0;2700.0;4.0;2.0;3.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1954.0;66991.0;0.0;0.0;1.0;49600.0;3600.0;46000.0;18900.0;6000.0;1200.0;3.0;1.0;12.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1956.0;90369.0;0.0;0.0;2.0;29200.0;5100.0;98100.0;22400.0;2300.0;1700.0;1.0;1.0;9.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2014.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1952.0;47139.0;1.0;1.0;2.0;4600.0;0.0;1200.0;0.0;200.0;2300.0;2.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2014.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1962.0;83715.0;0.0;0.0;2.0;31800.0;800.0;40700.0;15000.0;3500.0;800.0;1.0;1.0;12.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1964.0;60597.0;0.0;1.0;2.0;52200.0;0.0;25700.0;3200.0;1600.0;6600.0;4.0;1.0;3.0;8.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2014.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1961.0;48330.0;0.0;1.0;2.0;2800.0;0.0;400.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1968.0;38236.0;1.0;1.0;2.0;5800.0;0.0;1800.0;200.0;0.0;1000.0;4.0;1.0;0.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1956.0;63915.0;0.0;2.0;2.0;62200.0;700.0;11500.0;3000.0;0.0;1500.0;2.0;2.0;5.0;12.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1960.0;82504.0;0.0;0.0;2.0;36200.0;5000.0;43100.0;13400.0;3500.0;5400.0;1.0;1.0;9.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1962.0;81975.0;0.0;1.0;2.0;98300.0;7600.0;18400.0;18000.0;13800.0;2700.0;1.0;2.0;5.0;4.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2013.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1970.0;27242.0;1.0;0.0;2.0;300.0;1700.0;2600.0;2000.0;100.0;3900.0;2.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1965.0;75276.0;0.0;0.0;2.0;61000.0;10500.0;12500.0;13700.0;4200.0;2100.0;1.0;2.0;6.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1963.0;34213.0;1.0;1.0;2.0;5000.0;400.0;2800.0;600.0;300.0;2600.0;3.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1964.0;79143.0;0.0;0.0;2.0;65000.0;3700.0;78000.0;2700.0;16700.0;3200.0;1.0;2.0;14.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1947.0;27469.0;0.0;0.0;2.0;900.0;100.0;200.0;300.0;200.0;0.0;1.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2012.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1969.0;68695.0;0.0;0.0;3.0;45800.0;8100.0;35600.0;10600.0;5000.0;4000.0;1.0;1.0;6.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1969.0;68695.0;0.0;0.0;3.0;45800.0;8100.0;35600.0;10600.0;5000.0;4000.0;1.0;1.0;6.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1957.0;50388.0;0.0;1.0;3.0;29200.0;600.0;3700.0;0.0;300.0;3400.0;4.0;2.0;2.0;6.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;2014.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1970.0;77622.0;0.0;2.0;3.0;52000.0;700.0;15400.0;1900.0;0.0;1400.0;2.0;2.0;5.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1962.0;46102.0;2.0;1.0;3.0;1400.0;0.0;100.0;0.0;0.0;100.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1945.0;71604.0;0.0;0.0;3.0;34500.0;5300.0;52800.0;9800.0;7500.0;9700.0;1.0;3.0;5.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;11.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1960.0;77037.0;0.0;1.0;3.0;46300.0;9600.0;33300.0;16800.0;5300.0;1000.0;1.0;2.0;11.0;12.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1970.0;24163.0;1.0;1.0;3.0;400.0;100.0;700.0;200.0;100.0;200.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1969.0;69476.0;0.0;0.0;3.0;26000.0;8600.0;55900.0;6300.0;900.0;6700.0;1.0;1.0;9.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1962.0;58646.0;0.0;1.0;3.0;6200.0;100.0;4400.0;600.0;500.0;2200.0;1.0;1.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1962.0;58646.0;0.0;1.0;3.0;6200.0;100.0;4400.0;600.0;500.0;2200.0;1.0;0.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1949.0;47570.0;1.0;1.0;3.0;6700.0;100.0;2000.0;0.0;200.0;3100.0;3.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1956.0;54998.0;0.0;1.0;3.0;15400.0;2200.0;20200.0;3900.0;3000.0;800.0;5.0;1.0;3.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1948.0;60200.0;0.0;1.0;3.0;50200.0;1900.0;13200.0;0.0;600.0;2600.0;6.0;2.0;3.0;11.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1949.0;62845.0;1.0;1.0;3.0;109900.0;0.0;4500.0;0.0;0.0;3400.0;11.0;1.0;6.0;10.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2012.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1949.0;62845.0;1.0;1.0;3.0;109900.0;0.0;4500.0;0.0;0.0;3400.0;11.0;1.0;6.0;10.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2012.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1965.0;65220.0;0.0;0.0;3.0;89000.0;6300.0;29200.0;0.0;2500.0;1200.0;4.0;3.0;6.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2012.0;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1955.0;53863.0;0.0;1.0;4.0;39900.0;400.0;3000.0;600.0;400.0;3000.0;3.0;2.0;2.0;7.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2014.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1970.0;50447.0;2.0;0.0;4.0;8500.0;700.0;2400.0;200.0;300.0;2700.0;1.0;1.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1953.0;37716.0;0.0;1.0;4.0;9700.0;100.0;4100.0;600.0;200.0;4100.0;2.0;1.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2014.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1955.0;67225.0;0.0;1.0;4.0;31500.0;3500.0;32200.0;4600.0;700.0;14300.0;3.0;2.0;3.0;11.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1949.0;81698.0;0.0;0.0;4.0;17900.0;2800.0;52000.0;11100.0;12300.0;4700.0;1.0;1.0;12.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2013.0;11.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1968.0;70566.0;0.0;1.0;4.0;38100.0;2800.0;21500.0;8400.0;2800.0;2100.0;2.0;2.0;8.0;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1958.0;69096.0;0.0;1.0;4.0;24700.0;4900.0;15900.0;700.0;8200.0;10900.0;1.0;1.0;3.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2013.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1962.0;71434.0;0.0;1.0;4.0;71100.0;3600.0;21700.0;17200.0;9600.0;16800.0;3.0;2.0;6.0;7.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2013.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
